	B Cells	Basophils	CD4+ T-cells	CD8+ T-cells	Endothelial cells	Eosinophils	Fibroblasts	Macrophages	Mast cells	Monocytes	NK cells	Neutrophils
S388	0	0	0.3071	0.0507	0.0123	0.7406	0	0.0298	0.0316	0.0628	0.1323	0.1625
S3880	0.1196	0	0.347	0.0511	0	0.343	0	0.0335	0.004	0.0756	0.0427	0.1544
S3881	0.1019	0	0.2181	0.0201	0.0209	0.5285	0	0.0321	0	0.1476	0.0042	0.1685
S3889	0	0.0758	0.2097	0.0548	0.1154	0.5458	0.0183	0.0241	0	0.0707	0.1225	0.1312
S3892	0.1416	0	0.2598	0.0591	0.0285	0.2786	0	0.0753	0.0128	0.1606	0.135	0.1423
S3894	0.038	0	0.3302	0.0974	0.0516	0.3907	0	0.0507	0.0055	0.0879	0.169	0.1219
S3903	0.0795	0	0.2618	0.0746	0.062	0.5536	0	0.0132	0.0279	0.1203	0.133	0.1782
S3907	0	0	0.325	0.0327	0.0075	0.5609	0	0.0611	0.0216	0.1089	0.0196	0.1693
S3908	0	0.0594	0.2974	0.1031	0.0319	0.5547	0	0.0489	0.0099	0.0892	0.0392	0.157
S3914	0.1114	0	0.3395	0.0742	0.0262	0.2411	0	0.0462	4.00E-04	0.1434	0.1548	0.1636
S3925	0.128	0	0.3327	0.0946	0.0378	0.3599	0	0.0172	0	0.0721	0.024	0.135
S3928	0.0879	0.0984	0.2981	0.0284	0.06	0.4762	0	0.0476	0	0.0633	0.0264	0.1605
S3929	0.1111	0	0.2857	0.0204	0.0235	0.4238	0	0.013	0.002	0.0678	0.0838	0.1551
S393	0.1081	0	0.2726	0.0422	0.0336	0.4301	0	0.0045	0.0169	0.1003	0	0.1507
S3930	0	0	0.219	0.0417	0.0424	0.5906	0	0.0109	0.0275	0.1059	0.0441	0.1945
S3933	0.0376	0	0.3245	0.0484	0.0285	0.3933	0	0.0164	0	0.0994	0.0499	0.1583
S3939	0.1082	0	0.3445	0.0548	0.0792	0.2831	0	0	0.0202	0.0773	0.0368	0.1369
S3946	0	0	0.184	0	0.0463	0.5675	0.0101	0.0293	0.0132	0.1218	0.0962	0.1426
S3947	0.0339	0	0.3103	0.0533	0	0.695	0	0.0316	0	0.055	0.0025	0.1316
S3957	0.0777	0	0.2825	0.0658	0.0412	0.3868	0	0.0212	0.0127	0.0993	0.0273	0.177
S3960	0.0315	0.0469	0.3325	0.0522	0	0.5638	0	0.0261	0.0245	0.0885	0.13	0.1457
S3963	0	0	0.1909	0	0.0371	0.8062	0	0.0073	0.0229	0.0592	0.0742	0.1948
S3968	0	0	0.3429	0.0823	0.0277	0.5384	0	0.0277	0.0203	0.0608	0.055	0.1408
S3974	0.0864	0	0.3857	0.1349	0.0664	0.3589	0	0	0.0222	0.0641	0.0706	0.1467
S3982	0.0788	0	0.2577	0.0108	0.0081	0.7197	0	0.0141	0.0073	0.021	0.0814	0.147
S3983	0.0363	0	0.2585	0.0124	0.0769	0.3913	0	0.0258	0.0057	0.1042	0.0611	0.1709
S3985	0.0975	0.0188	0.218	0.0502	0.0482	0.4571	0	0	0.0191	0.1452	0.0962	0.1582
S399	0.0751	0	0.4228	0.0438	0.0545	0.468	0	0.0695	0.011	0.0456	0.044	0.1315
S4001	0.152	0	0.3497	0.0665	0.0365	0.4309	0	0.0468	0.0225	0.0698	0.0643	0.1209
S4004	0	0.0544	0.2295	0.0814	0.0422	0.6672	0.0388	0.0104	9.00E-04	0.0546	0.1307	0.1429
S4009	0.0387	0	0.2622	0.0489	0.1056	0.4266	0	6.00E-04	0	0.085	0	0.1431
S402	0.1161	0	0.288	0.0541	0.0408	0.6473	0	0.0907	0.0101	0.0489	0.1493	0.1228
S4031	0	0	0.2681	0.0632	0.0376	0.4	0	0.013	0.0171	0.0985	0.1016	0.1896
S4032	0.0861	0.0092	0.2976	0.1097	0.0194	0.4117	0	0.0396	0.0049	0.0996	0.1661	0.1314
S4043	0	0.0181	0.3253	0.0345	0.0144	0.5164	0	0	0.0241	0.1067	0.1582	0.1702
S4048	0	0.1914	0.1939	0.055	0.0848	0.5592	0	0	0.016	0.0643	0.0426	0.1454
S4050	0	0	0.2552	0.0027	0.0637	0.6289	0	0.0525	0	0.0418	0.015	0.1398
S4061	0.012	0	0.2685	0.0564	0.0359	0.7412	0	0.0444	0.0085	0.0179	0.0131	0.1546
S4064	0.149	0.0209	0.3321	0.0723	0.0666	0.2731	0	0	0.0093	0.1025	0.027	0.1859
S4067	0.1357	0	0.3311	0.1258	0.0413	0.2862	0	0.0308	6.00E-04	0.078	0.1226	0.1104
S4069	0.1271	0	0.2595	0.0497	0	0.5152	0	0.0491	0.0117	0.1059	0.0507	0.1408
S4070	0.0426	0	0.1949	0.059	0.048	0.4655	0	0.0275	0.0135	0.1003	0.0396	0.1999
S4078	0.0434	0	0.2816	0.0847	0.0067	0.3702	0	0.0493	0.0139	0.1473	0.1031	0.1476
S4084	0.0214	0	0.2635	0.0111	0.0598	0.5286	0	0.0579	0	0.0672	0.068	0.1544
S4088	0	0	0.2994	0.0772	0.0509	0.4921	0	0.0011	0.0101	0.0493	0.1322	0.1673
S4089	0.149	0.0802	0.2617	0.0594	0.0563	0.2757	0	0.0215	0.0084	0.0915	0.1341	0.1254
S4094	0.038	0	0.2096	0.0319	0.0444	0.703	0	0.0152	0.0176	0.0405	0.1349	0.1503
S4097	0.066	0	0.2726	0.0237	0.0166	0.513	0	0.0544	0.013	0.1083	0.1194	0.1562
S4098	0.4209	0.013	0.2447	0.03	0.0533	0.2306	0	0.0244	0.0267	0.0702	0	0.1107
S4099	0.0999	0	0.4091	0.1285	0.0116	0.2911	0	0.0382	0.0288	0.0976	0.0494	0.1525
S4101	0.0722	0	0.4037	0.1315	0	0.4352	0	0.0285	0	0.0517	0.1512	0.1214
S4104	0.0578	0	0.2917	0.0472	0.0169	0.1974	0	0.0547	0.0017	0.1491	0.2039	0.0982
S412	0.0656	0	0.2821	0.0429	0.0552	0.5046	0	0.0161	0.0142	0.1032	0.1121	0.1491
S4125	0.1441	0	0.4115	0.1195	0	0.4991	0	0.0396	0.0112	0.0653	0	0.1277
S4137	0.109	0	0.2512	0.0881	0.0026	0.4403	0	0.0581	0.0127	0.1112	0.0879	0.1598
S414	0.1309	0	0.3007	0.0645	0	0.4241	0	0.0481	0.0073	0.1072	0.0677	0.1629
S4140	0.0242	0	0.2069	0.0198	0.0081	0.6929	0	0	0.0034	0.1008	0.0624	0.1678
S4144	0.0877	0	0.2249	0.0155	0.0099	0.5711	0	0.04	0.0108	0.0508	0.1421	0.1214
S4158	0.0596	0	0.2495	0.032	0.0106	0.4694	0	0.0161	1.00E-04	0.1297	0.0727	0.1619
S4164	0.0364	0	0.289	0.0198	0	0.4622	0	0.0764	0.0032	0.1074	0.0825	0.126
S4171	0.1196	0	0.2654	0.0335	0	0.3644	0	0.0566	0.0179	0.1387	0.0533	0.1879
S4175	0.0594	0	0.1732	0.0869	0.0265	0.3434	0	0.0463	0	0.1136	0.2136	0.1081
S4180	0	0	0.2298	0.0358	0.036	0.593	0	0.0572	0.0143	0.1006	0	0.1541
S4183	0.0511	0	0.231	0.0519	0.0094	0.3901	0	0.0731	0.0202	0.1591	0.1626	0.1504
S4188	0.1045	0	0.2527	0.0871	0.009	0.4709	0	0.017	0.0246	0.112	0.078	0.1748
S4190	0.1401	0	0.4137	0.1232	0.0472	0.2771	0	0.0574	0.0131	0.0999	0.0209	0.1327
S4191	0.1173	0	0.324	0.0585	0.0218	0.4031	0	0.0251	6.00E-04	0.1049	0.0555	0.1543
S420	0.1104	0	0.2737	0.0465	0.0236	0.4637	0	0.015	0	0.0666	0.0627	0.1588
S4209	0.0801	0	0.3055	0.1002	0.0495	0.4792	0	0.0526	0.0152	0.088	0	0.165
S4218	0	0	0.2756	0.038	0.0587	0.6412	0.0407	0.0058	0	0.0695	0.0884	0.1747
S422	0.0654	0	0.244	0.0606	0.0287	0.3413	0	0.0225	0	0.1255	0.0327	0.1685
S4220	0.0494	0	0.2234	0.0721	0.0559	0.4125	0	0.0538	0.0151	0.0846	0.1878	0.1225
S423	0.0911	0	0.1767	0.0841	0.0245	0.3028	0	0	0	0.116	0.1826	0.1422
S4230	0.0477	0	0.1812	0	0.0567	0.471	0	0.0324	0	0.1125	0	0.1707
S4236	0	0	0.2597	0.0946	0.0277	0.5687	0	0.0371	0.0125	0.0631	0.1123	0.1393
S4242	0.0204	0	0.2315	0.0661	0.0713	0.4844	0	0.0294	0	0.0778	0	0.1892
S4247	0.0388	0	0.1844	0	0.0236	0.7103	0	0.0478	0	0.0943	0	0.1822
S4249	0.0577	0	0.2864	0.0693	0	0.5478	0	0.0135	0.0113	0.0643	0.0187	0.1543
S425	0.0478	0	0.2338	0.0015	0.0408	0.3981	0	0.027	0	0.1063	0	0.1663
S4253	0.037	0	0.3552	0.0946	0	0.4877	0	0.0233	0	0.0268	0	0.1544
S4255	0.1517	0	0.3592	0.0802	0.0056	0.385	0	0.0566	5.00E-04	0.1018	0.0707	0.1638
S4257	0	0	0.1589	0.0044	0.0188	0.5548	0	0.0487	0.0093	0.1615	0.0647	0.1528
S4263	0	0	0.2298	0	0.0528	0.6013	0	0.0059	0	0.0642	0.0332	0.1653
S4265	0.0864	0	0.2895	0.0297	0.0333	0.3983	0	0.0267	0.0122	0.1195	0.0551	0.1658
S4276	0	0.0781	0.3156	0.0718	0.0881	0.3806	0	0.0036	0.0036	0.0818	0.1005	0.1703
S4278	0	0	0.1577	0.025	0.0293	0.5322	0	0.0556	0.0087	0.1678	0.0334	0.1476
S4282	9.00E-04	0	0.2464	0.0677	0.0294	0.4243	0	0.0258	0	0.126	0.0639	0.1682
S4285	0.0518	0	0.3532	0.1057	0.0253	0.5325	0	0.0362	0	0.0254	0	0.1316
S4286	0.0176	0	0.1907	0.0506	0.0866	0.4731	0	0.0332	0.0089	0.1152	0.0848	0.1307
S4287	0	0	0.358	0.0479	0.0254	0.4902	0	0.024	0.0089	0.0776	0.0858	0.1818
S4294	0.0612	0	0.2083	0.0287	0.0407	0.5157	0	0.0052	0.0052	0.1121	0.0569	0.1653
S4299	0.0122	0	0.305	0.0594	0.0717	0.4869	0	0.0142	0.0025	0.0328	0.0669	0.1619
S4310	0.1689	0	0.3858	0.0913	0.029	0.2191	0	0.0666	0.0186	0.0971	0.0388	0.1461
S4315	0.1826	0	0.3262	0.0618	0.0137	0.2342	0	0.0439	0.0198	0.0977	0.1463	0.1215
S4317	0.0477	0	0.4229	0.0873	0.0113	0.3972	0	0.0342	0	0.0342	0	0.1388
S4321	0.0779	0	0.3249	0.0663	0.0236	0.5168	0	0.0364	0	0.0278	0.1072	0.1239
S4345	0.1648	0	0.3159	0.1152	0.0421	0.4298	0	0.0472	0.0191	0.1032	0.0996	0.1263
S435	0.0319	0	0.2954	0.0736	0	0.6375	0	0.028	0.0052	0.0985	0.0713	0.1515
S4354	0.0234	0	0.29	0.0793	0.0463	0.4723	0	0.007	0	0.0624	0.0676	0.1611
S4356	0	0.2212	0.2073	0.0485	0.0599	0.5797	0	0.0075	0	0.0381	0.0397	0.159
S4357	0.1023	0.0745	0.2788	0.0731	0.0536	0.3913	0	0.0096	0.0278	0.0912	0.0879	0.1343
S4358	0	0.1714	0.2051	0.0197	0.0885	0.4942	0	2.00E-04	0	0.065	0.1366	0.137
S4359	0.1138	0	0.2649	0.0458	0.0294	0.4555	0	0.0057	0.0135	0.0925	0.0632	0.1671
S4360	0	0	0.0979	0	0.0261	0.603	0	0.0034	0.0327	0.1781	0.002	0.209
S4361	0	0	0.257	0.022	0.0158	0.6967	0	0.0109	0.0113	0.0505	0.07	0.1551
S4366	0.2339	0	0.3925	0.095	0.0606	0.1518	0	0.0158	0.0228	0.0798	0.129	0.1543
S4370	0.0697	0.0106	0.2766	0.1093	0.0435	0.4516	0	0.0327	0	0.0855	0.0379	0.1628
S4377	0.079	0	0.2806	0.0717	0.0208	0.3135	0	0.0277	0	0.0876	0.1427	0.1469
S4379	0.0233	0	0.2921	0.0266	0	0.5658	0	0.0492	0.0085	0.0682	0.0143	0.1616
S4384	0.0119	0	0.1696	0.0156	0	0.5729	0	0.0074	0.0028	0.1241	0.1517	0.14
S4390	0	0.0542	0.16	0.0074	0.0605	0.5246	0	0.0166	0.0114	0.1115	0.1005	0.1747
S4393	0	0	0.2305	0	0.04	0.5635	0	0.0042	0	0.0758	0.0376	0.1843
S4399	0.1642	0	0.3458	0.0727	0.0692	0.2702	0	0.0446	0.007	0.1004	0.0587	0.1769
S4400	0	0	0.3253	0.0524	0.0131	0.7005	0	0.0373	0.0174	0.0424	0	0.1733
S4407	0.0413	0.1725	0.1949	0.063	0.0846	0.3953	0	0.0016	0	0.0845	0.0727	0.1504
S4416	0.018	0	0.3268	0.0703	0.0277	0.469	0.0404	0.0603	0	0.0379	0.1213	0.1125
S4418	0.0334	0	0.288	0.0626	0.0232	0.4201	0	0.0128	0.0064	0.096	0.1278	0.146
S4419	0.0399	0	0.2328	0.0228	0.0289	0.4463	0	0.097	0.0023	0.1278	0.0271	0.1293
S4421	0.0406	0	0.2411	0.0521	0.0402	0.5377	0	0.0138	0	0.0648	0.0855	0.1419
S4423	0	0	0.2096	0.077	0.0188	0.5253	0	0.0443	0.0179	0.1382	0.1069	0.1697
S4426	0.0225	0	0.2486	0.0628	0.0356	0.5301	0	0.0419	0.0147	0.1032	0.1034	0.1671
S4437	0.1217	0	0.3563	0.0622	0	0.3277	0	0.0319	0.0125	0.0971	0.0779	0.1452
S4438	0.106	0	0.3057	0.097	0	0.4055	0	0.0368	0.0017	0.1222	0.0487	0.1428
S4442	0.0742	0	0.2724	0.0294	0.0171	0.4007	0	0.0378	0.0215	0.1182	0.0294	0.1828
S4450	0.1153	0	0.2521	0.0922	0.0199	0.4652	0	0.0439	0	0.0641	0.0354	0.1326
S4451	0.0091	0	0.3118	0.0395	0.0297	0.4713	0	0.0211	0.0218	0.0813	0.089	0.1478
S4453	0	0.0596	0.164	0	0.0659	0.5035	0	0	0.0284	0.0995	0.1814	0.1703
S4456	0.1994	0	0.3073	0.0451	0.0402	0.2594	0	0.0298	0.014	0.1364	0.0992	0.1635
S446	0.0698	0	0.2175	0.0759	0	0.4543	0	0.0361	0.0135	0.1071	0.0923	0.1577
S4460	0.1188	0	0.3557	0.075	0.052	0.2371	0	0.0323	0.0203	0.1055	0.1057	0.1456
S4464	0	0.0105	0.1459	0.0254	0.0732	0.4812	0	0	0	0.119	0.0526	0.1997
S4475	0.0987	0	0.2796	0.0953	0.0341	0.4748	0	0.0256	0.0177	0.0508	0.1426	0.1247
S4480	0.07	0	0.2789	0.0222	0.0095	0.5123	0	0.0418	0.0224	0.091	0.0489	0.14
S4490	0.0733	0	0.2216	0.0241	0.0188	0.572	0	0.0489	0.0262	0.1081	0	0.1792
S4494	0.2331	0	0.2352	0.05	0.0406	0.2916	0	0.0313	0.0192	0.1324	0.1427	0.1599
S4499	0.0473	0	0.1668	0	0.0156	0.5785	0	0.0639	0.0168	0.1206	0.057	0.1694
S451	0.0354	0	0.3283	0.0373	0.0472	0.4328	0	0.0536	0	0.0746	0.0214	0.1312
S4517	0.0566	0.0267	0.2691	0.0771	0.061	0.3417	0	0.0308	0.0073	0.1102	0.1274	0.1786
S4522	0.0344	0.0495	0.199	0.0019	0.0577	0.5585	0	0.0399	0.0094	0.1029	0.0256	0.1662
S4523	0.0236	0.019	0.235	0.0592	0.0758	0.4442	0	0.0072	0.0148	0.1048	0.188	0.1283
S4524	0.0679	0.0368	0.253	0.0784	0.0506	0.3961	0	0.007	0.0083	0.0841	0.1051	0.148
S4526	0.0599	0	0.249	0.0299	0.0201	0.3563	0	0.0843	0.0097	0.1705	0.0868	0.1534
S4530	0.0545	0	0.3726	0.1162	0.0052	0.5936	0	0.0439	0	0	0.0793	0.1277
S4534	0.0828	0	0.3292	0.0701	0.0054	0.3328	0	0.0296	0.0063	0.0827	0.0812	0.1479
S4535	0.0794	0	0.3803	0.0344	0	0.7687	0	0.0548	0.0275	0.0296	0.0621	0.1603
S455	0.0924	0	0.2958	0.0696	0.0057	0.3826	0	0.0548	0.0141	0.1425	0.1138	0.1433
S4551	0	0	0.2585	0.0365	0.0417	0.4703	0	0.0264	0.0217	0.1181	0.1254	0.1648
S4558	0.1231	0	0.2973	0.0607	0.027	0.4295	0	0.0449	0.0067	0.1042	0.0236	0.1755
S456	0.0374	0.0244	0.278	0.07	0.0713	0.4884	0	0.0174	0.0192	0.0916	0.1664	0.1565
S4560	0.0154	0	0.256	0.0384	0.0842	0.6264	0	0.0221	0	0.0284	0.063	0.1608
S4566	0.0138	0.0165	0.2133	0.0405	0.0578	0.4619	0	0.0362	0.0335	0.136	0.1198	0.1519
S4573	0.0315	0.0026	0.242	0.049	0.0393	0.4465	0	0.0489	0.0168	0.1264	0.1336	0.185
S4585	0.041	0	0.1663	0.0156	0.0921	0.6308	0	0.0272	0.0024	0.0749	0.1	0.1495
S4590	0	0.0503	0.2105	0.0278	0.0946	0.4692	0	0.0011	0	0.0421	0	0.1331
S4595	0.098	0	0.351	0.1101	0.0483	0.4185	0.0014	0.0075	0.0083	0.0324	0.1106	0.1625
S4601	0.0524	0.0041	0.2873	0.0332	0.0442	0.464	0	0.0207	0.0228	0.0825	0.0156	0.1686
S4602	0.0217	0	0.3024	0.0284	0	0.6817	0	0.0247	0.0187	0.0481	0.1581	0.1304
S4603	0.0361	0	0.3139	0.0301	0.0098	0.6925	0	0.0251	0.0089	0.0434	0.0497	0.1447
S4606	0.075	0	0.2472	0.0372	0.0224	0.3697	0	0.0281	0.0061	0.1357	0.0946	0.1395
S4607	0.0845	0	0.2734	0.0843	0.0209	0.389	0	0.0108	0	0.0844	0.1037	0.1507
S4610	0.0924	0	0.2626	0.0531	0.0544	0.4771	0	0.0377	0	0.0527	0.0784	0.1691
S4612	0.1152	0	0.2778	0.0894	0.0095	0.3531	0	0.0254	0	0.0869	0.051	0.181
S4618	0.0305	0	0.3457	0.0765	0.0179	0.6408	0	0.0273	8.00E-04	0	0	0.1492
S4619	0	0.1421	0.2066	0.0416	0.0772	0.6257	0	0	0.0023	0.0384	0	0.1899
S4621	0.0248	0	0.2977	0.0907	0.0193	0.5911	0	0.0326	0.0043	0.049	0.1292	0.1439
S4629	0.0363	0.0225	0.2769	0.0496	0.0204	0.5094	0	0.0264	0.0351	0.1115	0.0017	0.1753
S4630	0.1131	0	0.2908	0.0652	0.0347	0.2812	0	0.0368	0	0.0846	0.0779	0.1814
S4631	0.1095	0	0.3832	0.0971	0.0167	0.2998	0	0.0265	0	0.093	0.0805	0.1504
S4635	0.0795	0	0.306	0.0611	0.0316	0.2493	0	0.038	0.0182	0.1453	0.1234	0.1661
S4638	0.0879	0	0.2681	0.0177	0.0318	0.5734	0	0.032	0.008	0.057	0.0438	0.1539
S4651	0.1013	0	0.3905	0.0867	0.0466	0.5219	0	0.0426	0.0011	0.0571	0.0421	0.1385
S4652	0.0488	0	0.2695	0.0589	0.0345	0.4125	0	0.0134	0.0049	0.1121	0.0541	0.1742
S4660	0.0651	0	0.2441	0.0954	0.0202	0.5078	0	0.0112	0	0.0813	0.0356	0.1329
S4670	9.00E-04	0	0.2602	0.1002	0.0566	0.5233	0	0.0094	0.0024	0.0778	0.1296	0.1514
S4686	0.1382	0	0.3544	0.0749	0.013	0.3162	0	0.0235	0.0155	0.09	0.025	0.1584
S4691	0	0	0.2799	0.0488	0.0349	0.5551	0	0.0454	0.0028	0.0932	0.0847	0.1493
S4697	0.0387	0	0.3179	0.083	0.0095	0.4563	0	0.0616	0.0103	0.0964	0.0625	0.1403
S4703	0.0885	0	0.3629	0.0623	0.0376	0.488	0	0.0312	0.0154	0.0773	0.0187	0.157
S4705	0.0551	0	0.272	0.0988	0.0461	0.5737	0.0238	0.0018	0.0191	0.0676	0.0951	0.1671
S4706	0.089	0	0.3056	0.0471	0.0233	0.5248	0	0.0301	0.0177	0.0645	0.099	0.1724
S4708	0.3067	0	0.4458	0.1351	0.0164	0.1227	0	0.0615	0.031	0.1066	0.2168	0.0732
S4714	0.0302	0	0.2278	0.0118	0.1076	0.5944	0	0.0044	0	0.0444	0	0.1502
S4715	0.0902	0	0.3703	0.1394	0	0.3809	0	0.0592	0.0079	0.0576	0.1191	0.1456
S4717	0	0	0.2184	0.0031	0.0817	0.3811	0	0.0287	0	0.1289	0.0259	0.1665
S4718	0.0399	0.0848	0.1949	0.0915	0.0366	0.4083	0	0.0438	0.0066	0.0655	0.1395	0.094
S4720	0.0829	0	0.404	0.0741	0.0188	0.3054	0	0.0586	0.0129	0.1116	0.0223	0.1543
S4722	0.0949	0	0.2702	0.0252	0.0027	0.5246	0	0.0482	0	0.105	0	0.1742
S4726	0.0425	0	0.355	0.1407	0	0.5968	0	0.0246	0	0.0164	0.107	0.1541
S4733	0.1064	0	0.2466	0.0962	0	0.4331	0	0.0361	0.0131	0.1088	0.0516	0.1612
S4744	0.1388	0	0.3223	0.0386	5.00E-04	0.3452	0	0.0478	0.0152	0.1078	0.1254	0.1281
S4748	0	0	0.3347	0	0.0133	0.6917	0	0.0126	0.0018	0.0711	0.034	0.1823
S4766	0.2209	0.0346	0.3068	0.0304	0.0278	0.3511	0	0.044	0.03	0.1142	0.0898	0.1343
S4767	0	0	0.2753	0.0169	0.0231	0.6904	0	0.0586	0.0211	0.0645	0.075	0.1509
S4775	0.0306	0.0785	0.3173	0.0414	0.0505	0.5475	0	0.0279	0.0026	0.0538	0.0529	0.1677
S4783	0.029	0	0.1709	0.0443	0.0243	0.4608	0.013	0.0149	0.0278	0.1682	0.1074	0.171
S4790	0	0	0.2755	0.023	0.0418	0.4815	0	0.046	0.0202	0.1254	0.1656	0.1558
S4793	0	0	0.3052	0.0986	0.0512	0.5251	0	0.0318	0	0.0761	0.0711	0.1613
S482	0.023	0	0.3012	0.0278	0.0624	0.3706	0	0.0488	0.0059	0.0961	0.0762	0.1431
S4820	0	0	0.175	0.0451	0.0543	0.6083	0	0.0249	0.0087	0.1042	0.0517	0.1881
S4827	0.0257	0.0292	0.161	0.0411	0	0.4863	0	0.0448	0.0198	0.1667	0.0822	0.1584
S4831	0.0289	0.0829	0.2442	0	0.0539	0.5518	0	0.0028	0	0.0598	0.145	0.1572
S4839	0.0509	0	0.2868	0.027	0.0307	0.5496	0	0.0319	0	0.1103	0	0.1512
S4847	0.0061	0	0.2061	0	0.005	0.6148	0	0.0207	0	0.0866	0.0103	0.1787
S4851	0.0479	0	0.3455	0.0899	0.0105	0.3662	0	0.0503	0.0026	0.0996	0.1179	0.1438
S4853	0.0507	0	0.2038	0.0238	0.1096	0.4114	0	0.0133	0	0.1092	0.079	0.118
S4854	0	0	0.2888	0.0162	0.0083	0.6974	0	0.0296	0.0023	0.0635	0.0651	0.1775
S4875	0.0081	0	0.2094	0	0.0311	0.5129	0	0.0231	0.0131	0.1252	0.1604	0.1607
S4889	0.1028	0	0.3216	0.0636	0.0334	0.6088	0	0.0036	0.0256	0.0593	0.0456	0.1521
S4892	0.0204	0	0.2489	0.0476	0.0113	0.5204	0	0.0102	0.0141	0.0767	0.0635	0.1614
S4897	0.1357	0	0.3533	0.0938	0.0541	0.0927	0	0.0526	0	0.1528	0.0012	0.1866
S4902	0.1429	0	0.3015	0.0929	0.0496	0.2634	0	0.0379	0.0116	0.0984	0.0769	0.1409
S4908	0.0818	0.0385	0.2727	0.0698	0.0026	0.4531	0	0.0704	0.034	0.107	0.0692	0.169
S4915	0.0159	0	0.3022	0.0116	0.1151	0.5247	0	0.0131	0	0.0696	0	0.1739
S4917	0.0736	0	0.2975	0.0758	0.0337	0.5724	0	0.0459	0.0343	0.095	0.135	0.1176
S4918	0.0502	0	0.3182	0.076	0.0572	0.2986	0	0.0126	0.0039	0.0623	0.1002	0.1287
S4923	0.1268	0	0.2995	0.0624	0.0228	0.2959	0	0.0316	0.0095	0.1099	0.207	0.1433
S4936	0.1432	0	0.3878	0.0898	0.0362	0.2108	0	0.0405	0.0157	0.0836	0.1278	0.144
S4944	0.0923	0.0546	0.2258	0.0058	0.0884	0.2851	0.0245	0.0213	0.0094	0.111	0.1442	0.113
S4946	0.0065	0	0.3734	0.1099	0.0183	0.4868	0	0.0295	0	0.0344	0.1208	0.1395
S4948	0.0297	0	0.3564	0.1324	0.0431	0.5132	0	0.0213	0.0076	0.0151	0.1181	0.1161
S496	0.0573	0	0.2779	0.0827	0.0139	0.3982	0	0.0458	0	0.1014	0.1018	0.1429
S4960	0.0581	0	0.2826	0.0344	0.032	0.4597	0	0.0177	0.0061	0.0778	0.1059	0.1614
S4963	0	0	0.258	0	0.0523	0.3752	0	0.0464	0.0124	0.17	0.1162	0.1708
S497	0.0427	0	0.3121	0.0531	0.0194	0.6982	0	0.0112	0.013	0.0247	0	0.1397
S4976	0.0312	0	0.314	0.0864	0	0.4097	0	0.0467	0	0.0708	0.0772	0.1754
S4980	0.068	0	0.2676	0.0341	0.0291	0.4878	0	0.0454	0.0107	0.1216	0	0.1552
S4981	0.1108	0	0.3636	0.0918	0.003	0.4285	0	0.0508	0.003	0.0945	0.0928	0.1117
S4984	0.1134	0	0.2681	0.0618	0.0581	0.2584	0	0.0433	0.0018	0.1383	0.1124	0.1471
S4995	0.03	0	0.2649	0.0641	0.0243	0.3389	0	0.03	0	0.1087	0.1371	0.1429
S5	0.3665	0	0.3079	0.0274	0.058	0.1669	0	0.0191	0.0196	0.1397	0.0386	0.1798
S5006	0.0803	0	0.3004	0.0873	0.0908	0.4059	0	0.034	6.00E-04	0.0906	0.1154	0.1617
S5047	0.0335	0.0304	0.2441	0.0612	0.0592	0.6508	0	0.0282	0.0212	0.081	0.0821	0.1646
S5048	0.0803	0	0.2691	0.0732	0.0346	0.4525	0	0.0073	0	0.0658	0.1084	0.1373
S5049	0.0618	0	0.406	0.1416	0.0363	0.3652	0	0.0549	0.0138	0.0907	0.1111	0.1463
S5052	0.1123	0	0.3396	0.1224	0.0394	0.1931	0	0.048	7.00E-04	0.0963	0.0936	0.1557
S5055	0.0045	0	0.2401	0.0346	0.0416	0.5059	0	0.0066	0.0242	0.128	0	0.1721
S5063	0	0	0.1094	0	0.0445	0.4108	0	0.0643	0.0064	0.1987	0.0627	0.2007
S5066	0.1031	0	0.3349	0.0827	0.0349	0.3989	0	0.0525	0.0082	0.0728	0.0822	0.123
S5075	0.103	0	0.3932	0.092	0.006	0.3696	0	0.0164	0.0033	0.0377	0.0775	0.1208
S5077	0.0437	0	0.2276	0.018	0.0092	0.5215	0	0.0779	0.0151	0.1437	0.089	0.1595
S5079	0.0157	0	0.3052	0.0491	0.0597	0.735	0	0.0187	0.0021	0.0013	0.0991	0.139
S5080	0.2125	0	0.2568	0.0708	0.0023	0.352	0	0.0218	0.0205	0.0935	0.1943	0.1247
S5082	0	0	0.3618	0.093	0.0011	0.5422	0	0.0351	0	0.0495	0.132	0.1357
S5084	0.1299	0	0.2971	0.0457	0.0236	0.4152	0	0.0315	0.0042	0.0787	0.0205	0.1429
S5085	0.0445	0	0.1652	0.0389	0.077	0.5154	0	0.0046	0	0.1383	0.0446	0.1905
S5091	0.118	0	0.2948	0.0342	0.0417	0.3754	0	0.0255	0.0046	0.1069	0.0806	0.1385
S51	0.0666	0.0197	0.1429	0.0273	0.0658	0.6115	0	0.0423	0.0035	0.0723	0.0803	0.1389
S5105	0	0.0196	0.2101	0	0.0746	0.6361	0	0	0	0.0159	0.08	0.137
S5106	0.113	0	0.2703	0.0559	0.0849	0.4623	0	0.0151	0.0148	0.1106	0.1039	0.1626
S511	0.0832	0	0.3405	0.0814	0.0129	0.4919	0	0.0329	0	0.0291	0.0659	0.1377
S5114	0.1094	0	0.4414	0.1229	0.0173	0.3706	0	0.0331	0	0.017	0	0.1451
